,Individual,Population,Cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
1136,individual1136,ESN,17,0.0357165516963381,-0.00515121001149433,-0.000709522424732766,0.000447895411624659,0.00172014672343546,-0.0140684484289223,0.0118222785883861,-0.0486557334943317,0.0014085678081701,-0.00174245029618595,-0.0176917360452648,-0.0133022480009041,-0.00644018843430947,-0.0111103812072355,0.00561781048661792,-0.0137718929645613,-0.00103849508324364,0.0139348581367118,-0.00173899638619003,0.00657233654922236,-0.0211345169143959,-0.00799514109894826,-0.00702157250150771,-0.0120960277844847,0.00734383378391319
1137,individual1137,ESN,17,0.0352671415090529,-0.00477090874198253,-0.000998691875465433,0.000725698128156111,0.00175348928079538,-0.0132007768685341,0.00597451423441983,-0.0428549939865456,0.00331479466269584,0.00233305650147789,-0.0216315001754109,-0.0180410450441224,-0.00171358987342482,-0.00360921680735628,-0.00509407298843644,0.0107915679595638,-0.0125391776443423,0.000493110395487977,-0.00331262979434871,0.00572572185055827,-0.00617878139221059,-0.0111504890310208,0.0101067415409157,0.00533823662058842,-0.00645144554504127
1138,individual1138,ESN,17,0.0351499538462142,-0.00456792385650813,-7.00723115631136e-05,-0.000797412458622192,-0.000756313344692939,-0.0153524231830901,0.0104204073826748,-0.0434171446630888,0.00394237201271849,-0.0015751763799817,-0.0297422511989907,-0.0168636320644887,-0.0123841892186329,0.0126865609443372,0.0111287271909577,-0.000941419966956724,-0.0166488456422714,0.00633310503349984,-0.00499607896721783,-0.00259957095341116,0.00489996980306511,-0.0011722032528212,0.00459122245341049,-0.00370118869151484,-0.00381288781300487
1139,individual1139,ESN,17,0.0350357512308507,-0.00455103306241756,-0.000984034179764322,0.000897640078525371,0.00297441131100097,-0.0127715416312861,0.00633831729175832,-0.0402143659847737,0.0118193353557577,0.00467503423654105,-0.00627096319610445,-0.0107314136724849,-0.0182653269415259,0.00433124496672489,-0.00704306830071718,0.0118966570809501,-0.0070336323455842,0.0128118550803986,0.0208434484999251,0.012640762073986,-0.0112999293444324,-0.0118788107783978,0.0113794697896538,-0.00207994770768408,-0.00690461195957492
1140,individual1140,ESN,17,0.0354502187910571,-0.00500648440965129,-0.00117989244665578,0.0010434035858685,0.000161960228531043,-0.012925942358036,0.0108663193777701,-0.0536591236144541,0.00020054875043884,0.00491889393579536,-0.00904231513946073,-0.0071833489515455,-0.0115033403193777,-0.00693025362794514,-0.0094294366384921,-0.00995667027974096,-0.0177892601678177,0.0070703787452571,0.0102071581572168,0.000580768182109245,0.00774842787544453,-0.0120943714400417,0.0106608148551747,0.0132287643253362,-0.00163300502740027
1141,individual1141,ESN,17,0.0344928643565708,-0.00519325745225378,0.000295773101409951,0.000521110460394191,-0.00261815721779029,-0.0161672629935286,0.00707198903238613,-0.0266467475580952,-0.00601242949137892,-0.0201505411107925,0.00512493556463403,-0.000117024512927008,-0.00333247751836816,-0.0144639297479366,0.00768637724415827,0.00721476389015342,-0.00517941696692972,0.0160281060558481,-1.15932650203802e-05,0.00991265622121612,0.00646218141305733,-0.0052942660132796,-0.0144876051052813,0.0234643531700574,0.0174484152652822
1142,individual1142,ESN,17,0.0350243673585805,-0.00517628462185443,-0.000927895778543425,0.000801944140779936,0.0016390242099259,-0.013310576485903,0.00939921615971525,-0.0454795102538389,-0.000118690597812646,-0.0189968946100416,-0.00600432445304906,-0.0176900881811827,-0.00791348666607196,0.00212618371486387,0.0015561875935831,-0.0122801044410878,-0.00833924847933244,0.00940226786520737,0.00732618652712586,0.0118277697198416,-0.00809501276334624,0.005963404088873,0.00875717349823309,0.0111701797112172,0.0297484193600129
1143,individual1143,GWD,15,0.0339851746399043,-0.00482203753677181,-0.00107822200925395,-0.000312313882701909,-0.00840498870042825,0.0602507666947013,-0.00647433180539555,0.0435506239535641,-0.00433443690359788,-0.0317947043287648,-0.0216069714478536,-0.0293635686566021,-0.00351076620440592,0.00846682916082018,-0.00522438079930788,0.0133165642865422,-0.015995177504427,0.010456281358087,-0.0101920988478896,-0.00512885991298174,0.00171592372721617,-0.006015482852171,-0.00719085341716206,0.00505401280108909,0.0253711512200662
1144,individual1144,GWD,15,0.0337389071641742,-0.003855447414275,-0.00132850515735076,-0.000218295000231969,-0.00372018336223268,0.0605861197031991,-0.00609649040214411,0.0355123967051038,0.0037504362473602,-0.0313900503772695,-0.0276004533329198,-0.0322249426494546,-0.0107293692049358,0.00123748517536579,0.000847225880793475,0.00483726199926154,0.00303701609147677,-0.00165164742113465,0.00302956582500016,-0.00328229532842393,-0.00183031843250079,-0.00958918441746983,-0.00519210918918476,0.0172946611174177,0.0265248188373083
1145,individual1145,BEB,12,-0.0106724328858991,0.00204477650798988,0.0351222587211348,0.0110174083008148,-0.00168756165642175,0.00265028831124226,0.00174265323251936,-0.000474417078681103,0.00625931290161462,-0.00286641104459574,-0.00800919023054903,0.0134908427498731,0.00276680543519777,0.00622376206129072,0.0036807213092569,-0.00798892751994773,0.00498878669444411,-0.00554996053496161,-0.00176254047753416,-0.000909877058962839,0.000917294717539579,0.00501599699502775,0.00529905781605486,-0.00861104018349828,-0.011330179856963
1146,individual1146,BEB,12,-0.010860071943686,0.00232681818019235,0.0337814696398023,0.0107816700606319,0.00138775871927593,0.00137340059394734,0.00317598678299472,0.00262451758672058,0.00698167964183855,-0.00247497502519275,-0.00725121517184457,0.00310123079545013,-0.000185628379512562,0.00317349511988693,-0.00709086899594692,-0.000133578679413227,0.00932237233374203,0.00557599267587573,0.00550506009183068,-0.00811006276414191,-0.00546963678912354,0.00440705433717897,-0.00729186145969587,-0.00481390127633215,-0.0107075721083051
1147,individual1147,BEB,12,-0.0104428435201958,0.00198585334071216,0.0342584511316458,0.0107067274619305,0.00377667847376539,0.00118768604104574,0.00282420339056812,-0.0038281241500184,0.0139674016262663,0.0102621369412248,-0.00618982222340541,0.008907138974496,-0.00456764617438729,0.00864781344824503,-0.00191750567999742,-0.00955720378181912,0.00130074195290664,0.00757005821746866,-0.00695796450091801,0.00132605294704176,-0.00382993237499908,0.00219871899971028,0.00280260424768273,-0.00984973083020231,-0.0142592809152429
1148,individual1148,BEB,12,-0.0106816852939173,0.00184712259974498,0.0344559580090786,0.0112140244814099,-0.00342720699187725,0.00212473731641383,0.000440369327213666,-0.0017848725476129,0.00662831153375834,0.00550338194010487,-0.00270157682074981,0.00492882403908508,-0.0043251690444443,-0.00338391935745693,0.00980105257136712,-0.00810281448813302,0.0103272305817882,0.00137471022196489,4.45922764140537e-05,-0.000725310629554012,-0.00422217857150734,0.00316676956862921,0.000681692870196015,-0.00242459149392716,-0.00369348207803635
1149,individual1149,PJL,10,-0.0107022880128191,0.00563556271092273,0.0362595916453139,0.0127441064017377,-0.00122265556113906,-0.00199488606416677,0.00321809568946717,-0.00121945888199717,0.0331241414417783,-0.0236546921767262,0.00319900038921784,-0.0110667177033708,0.129650098418097,0.0151650853410871,-0.0362907977065198,-0.000480479912294376,-0.0114588139532066,0.00712126253749131,0.0305826013726423,0.00372192147128484,-0.0197768676259856,-0.0293563387678799,-0.00267443060849401,0.0187812655328258,0.0457372457484967
1150,individual1150,PJL,10,-0.0106107365857805,0.00558149660799083,0.0360353183180626,0.0127545646831095,-0.00287114893556454,-0.00357972656970467,0.0028669744238553,0.00509282350102144,0.0268954848949524,-0.0162816870795014,0.00491153273611036,-0.00501659058138007,0.127170056586362,0.0104196141015619,-0.044123401568785,0.00186823818995079,-0.003932251881046,-0.000762621172039205,0.0336692961645831,-0.00308157729157077,-0.0275909618600668,-0.0327220844140127,-0.0010032719199421,0.0198398811090323,0.0475046954770503
1151,individual1151,PJL,10,-0.0102543318192968,0.00612061722335425,0.0366111660214569,0.0134750366222057,0.0011321349885158,-0.00215445185104332,0.00371000908427752,-0.00243856007952619,0.0450173958759709,0.00146181877609234,-0.0124438474323779,-0.000895957954754342,0.134361433493773,0.00786659926327199,-0.0391111540984981,-0.0148365361538,0.00344784023397335,-0.00622694476802141,0.0389361734959463,-0.00105985109482531,-0.0288138098719931,-0.0226674297136875,-0.00553181071045181,0.0013450471899657,0.0101074469186259
1152,individual1152,PJL,10,-0.0100434626269884,0.00563641662646036,0.0382739491120151,0.0132567079562608,0.00273840671430833,-0.00062129172043882,0.00172549400680012,0.00135387213404746,0.0362273919723382,9.59143715452866e-05,-0.0113887952480436,-0.00145029835724216,0.135699906313087,0.00581224353926748,-0.0321673770977067,-0.0176157334944003,0.00626868762609543,-0.00088145953514052,0.0391434359231105,0.000789547106934018,-0.0262801244904659,-0.0268932558699432,-0.0100776705800811,0.00740026680002055,0.0237034334554263
1153,individual1153,PJL,10,-0.0104704238414102,0.00657798337887456,0.0374310910671146,0.0130501159701082,0.002494301272358,-0.00319168907077667,0.00585737221385335,0.00104309538961635,0.0362852702955064,-0.0035836431927512,-0.00736295385561575,-0.00159474527926439,0.128759760310176,0.00898675332464118,-0.0293492254230929,-0.0216005292746412,-0.000309091587446939,0.00142563012389354,0.0378644785284249,-0.000971928078745611,-0.0297230808788626,-0.0212366412117556,-0.00388110660045314,0.0117367242011087,0.0137946301425292
1154,individual1154,PJL,10,-0.0102777104357909,0.00782312009560666,0.0348762893386411,0.0119811976915643,-0.000309481092018013,-0.00178478043223263,0.00124326759619175,0.00605046710165312,0.0405882901640983,-0.000989361855300667,-0.00789985073845987,-0.0103760250295468,0.134475271069322,0.0139646988017353,-0.0225295483519743,-0.0127535338250464,0.00547463048065243,-0.00145400809242883,0.0443960592447601,0.00677312569589898,-0.0371279174825151,-0.025351523983556,-0.0124258954758449,0.00268712809528198,0.0149592219209293
1155,individual1155,GWD,15,0.0346172529610294,-0.00407228331178904,-0.000988938817160722,0.00080534454690255,-0.0071816469689414,0.0577200185434643,-0.0104700361826895,0.040687293699764,0.0070102412237457,-0.00370845993778581,-0.0158509946415816,-0.0260241052835906,-0.00551148372430899,0.0111095966373931,0.00233964525318447,0.000639178638260398,0.0125140747996021,-0.00662566065128217,-0.00124954172426921,-0.00133786335982841,0.00115101422171663,-0.00783947294482384,0.0030717861629755,0.00250511219815298,-0.00792686439995086
1156,individual1156,GWD,15,0.0348421829962402,-0.00539793983821283,-0.000887168696675131,-0.000417341136671456,-0.00294089517128789,0.0547474039261715,-0.00762506120748559,0.0352282970546226,0.00222037897396049,0.00381476273624863,-0.0154052417163454,-0.0220799074824012,-0.0130982501755536,0.000537332828384995,0.00332204949694424,-0.000868962375508539,0.016663641608985,-0.000487960549754155,-0.00503602951709241,0.00536445248527261,-0.0131512571347724,0.00373365124435515,0.0107191448370429,-0.00165271855240587,-0.00949364299014535
1157,individual1157,GWD,15,0.0346541872508297,-0.00463024601672688,0.00115672439704285,0.000731906307850477,-0.00457998565476568,0.0566094570382967,-0.0113050208187648,0.0382804986957445,-0.00384445281162927,-0.00198063225978035,-0.028815641445286,-0.009319155667731,0.00218552410165305,0.000969994267225076,-0.00181833276643875,-0.0084693030421397,0.00187215365211114,0.0115985896439614,0.0020156003982607,-0.00277931810388051,0.00279547577642097,0.0150371010603787,0.0135390370329207,-0.00578821983797564,0.00454226735329579
1158,individual1158,GWD,15,0.0342454065086584,-0.00426870214089033,-0.00084672507954267,0.000892231760441719,-0.00187963298498168,0.0547018174696562,-0.00853033626209027,0.0374724155275543,0.00286576958959167,-0.00568051781893515,-0.023617688098593,-0.019443491793359,-0.0020703491331942,-0.00212400659783501,-0.00167728786344254,-0.00961751706215655,-0.0124834766346311,0.0039407728493132,-0.00283622967259834,0.00336435039186272,0.0053311414778476,-0.0103318331216485,-0.0100794680878862,-0.00107596817562823,-0.00109138646530019
1159,individual1159,GWD,15,0.0346213454971838,-0.00436664880689847,-0.000134808892281613,0.00056912361821227,-0.00456264663753135,0.0529045835271138,-0.00714679600123336,0.0284058292294274,0.000551757697093682,-0.0190583091391176,-0.0255711602730218,-0.015285831043505,0.000134849916517729,0.0116356829280746,0.0113148783216313,-0.011032256809661,0.00652731711589047,0.0152124252222445,0.00231092897730463,0.00360106911208979,0.00061212332250469,-0.0102738526508029,-0.00634004604970684,-0.00344665043793524,0.00634881907148283
1160,individual1160,GWD,15,0.0346740734602435,-0.00423405296644442,0.000191391143144807,-0.000248136217477441,-0.00287117716199094,0.0338433990724842,-0.00190348399069919,0.0106149213193309,0.00279021616927768,-0.00170820249890487,0.000706874021589443,-0.011140696072383,0.00297373275024584,0.0074950030091976,-0.0077956289310387,0.00408714000705494,-0.00837119277752376,-0.00248060785026792,-0.0103332949532685,-0.0124204670100486,-0.00941532607001215,0.00250844757243183,0.00749080860939546,-0.00183398543044707,-0.00734421817034986
1161,individual1161,GWD,15,0.0336097577651917,-0.0049508559451524,-0.000544322273988968,1.5243487544484e-05,-0.00745337263105578,0.052148562700582,-0.0132964641616951,0.0342720040285845,-0.00221999983110032,-0.0101512526918995,-0.0226905308106505,-0.0216481220751222,-0.0060444719171014,0.00860891975104946,-0.00453884825995032,-0.00105898652151536,0.0149076799027901,0.00305949069664866,0.0109429098355768,-0.0203260347397478,0.00897882426934799,-0.00125021147470047,7.96192956358865e-05,0.00546360060131086,0.0143372703171566
1162,individual1162,GWD,15,0.0338662231385479,-0.00441539132748094,-0.000281201563234257,0.000406896719788484,-0.0030515222777737,0.0550416962149641,-0.0141095673445455,0.0299199011868239,0.00464701627274257,-0.0185319859199237,-0.030676421884582,-0.0202465212988932,0.000393304311831133,0.00332907574513219,-0.00715868947950403,-0.00216504679022871,-0.00286703200078298,-0.00433731856188828,-0.0127631165518943,-0.00532130786506406,-0.003215424060951,0.00675773571246502,-0.0171455379285841,0.00154014656346262,0.00512323889047395
1163,individual1163,GWD,15,0.0343860227674971,-0.00397349527460067,-0.00086699631610026,0.000183169186234065,-0.000934651301042569,0.0599428483877636,-0.00968125344545998,0.0429964039020386,-0.00319699601294636,-0.0085429596300409,-0.0495938101102309,-0.0373811498682544,-0.00730848371851299,-0.00699926863948921,0.00538929002613282,-0.00639774923177778,0.00274583489608782,0.00713517912698064,0.00700535926163224,0.000459169582243799,0.00261404862054296,0.00384294218847682,-0.00892857471503025,0.00253176656956982,-0.00934598388950298
1164,individual1164,GWD,15,0.0344590722269078,-0.00457865792867489,-0.00156859160525195,-0.00063313359676667,-0.00820650976196599,0.0601113726346581,-0.0143737096763277,0.0454697465082625,0.00161701136534855,-0.019321210134467,-0.0408643350530276,-0.0262562871961302,-0.00126603394029286,-0.00346781943475175,-0.00999290145098311,0.00522726494955243,4.87386039380641e-05,-0.0205515200070127,-0.00444865980385724,-0.00384619617539632,-0.00460145945032629,-0.011003172842812,-0.00361759823756445,-0.00515136229411348,0.00199862374977731
1165,individual1165,MSL,16,0.0353131409698274,-0.00481644216074763,0.000335382852367328,-1.36478241420082e-05,-0.00334742544064572,0.0289159900994005,-0.00358910320549023,0.00996101596547161,-0.00462815013828828,0.0210039796471341,0.0621677837221538,0.0450697038262891,0.0159073618956067,-0.00184624282891724,-0.000649042077039569,-0.0173525171283548,-0.00916576991883897,-0.00500354775562054,-0.00707292777632804,-0.00854201560074173,-0.00639619171941544,0.00438884403222038,-0.00611290565390113,-0.00871283781153478,-0.00336404504483989
1166,individual1166,MSL,16,0.0355895722773486,-0.00574248921279421,-0.000178639630813853,-0.000406128586656052,-0.00440140117744925,0.0336781112313921,-0.00485708157603516,0.0085743541316255,-0.006472708652736,0.0136283234215193,0.0766369458747113,0.0559579221390346,0.00665491719369884,-0.0105004586434074,-0.00383431556221686,0.0117138364555094,-0.0125467948760945,0.0162143741239168,0.00323687701725917,-0.0013804611658903,-0.0075062116674162,-0.0138276856000238,-0.0108210569787528,0.0180548036703536,0.0130847481816044
1167,individual1167,MSL,16,0.0356079237586564,-0.00469658741142396,0.00079932968028591,0.00133091491908397,-0.00338205479809579,0.0298867397485493,-0.00543570290801109,0.013728769948402,-0.00653709603726239,0.0287651765426219,0.0579612397908408,0.0412720097981308,-0.000666448348768497,-0.00505339532529336,-0.0169346989781897,-0.00996244062749227,-0.0181472277352761,0.0067624947149083,-0.0126174265564972,0.00726261795427795,-0.000617159998284181,-0.0198016948334241,0.00538269398666477,6.51534882290299e-05,-0.0162078115594628
1168,individual1168,MSL,16,0.0351081928912604,-0.0052218737961401,-0.0013286292595902,0.000559740927574731,-0.00176183500157835,0.0388997466309094,-0.00160875813753875,0.0124819119669854,-0.00518514081113133,0.0204558681527144,0.0676168883520191,0.0513417381781101,0.0120970705358729,-0.0148701300497719,-0.0131434990365897,-0.00479954741672692,-0.00576157093717258,-0.00519904222345765,-0.0114091110820809,-0.0170424543274522,-0.00589370566552032,0.00513611291163537,-0.00892794179024071,-0.0137790832979457,-0.00883146971030266
1169,individual1169,MSL,16,0.0348279456066,-0.00581129606072824,-0.000116250645550635,-0.00050257088211344,-0.00375893439634842,0.035484826524617,0.000298872415281166,0.00657662061051212,-0.00549138095102263,0.0260384672754813,0.0380306370766206,0.0320529097488073,0.0156130066253363,-0.0116359566139758,-0.0112045994461216,-0.0145316870033058,0.000974797049105247,-0.00296225700278027,-0.00493782205565895,0.00342877490593241,-0.0136490262970773,-0.0054183268701684,-0.00929517053977665,-0.0180354722371061,-0.00893432157892371
1170,individual1170,MSL,16,0.0349948160945688,-0.00546803369360133,-0.000746962868635632,-0.000252265531444345,-0.00556863642843924,0.0320884040655908,-0.00198377645401909,0.00598122862547465,-0.00331523679486095,0.00508568751242501,0.062800908495426,0.0393573981239227,0.00583002499354595,0.000215379207793444,-0.00893545282288847,0.0150067901580798,-0.0215407992194605,0.0120200703106029,0.00832966567242882,0.00744501876916121,0.000414145297155863,-0.00945310407235087,0.00320299944551746,-0.00686757845303233,0.0275197445490965
1171,individual1171,MSL,16,0.0348035646221896,-0.00553455113272544,0.000344495673962398,0.000983677801101629,-0.00337323704889297,0.0416783770732313,-0.00171063286576374,0.0134245816473192,0.00136425435909582,0.0324991478123344,0.0585577500878694,0.0539075197625641,-0.00364834332466952,-0.00290559278273061,0.000528829311540595,-0.0114535462775806,0.0288116251398364,0.00171128025536692,0.00211043025740423,-0.00215506611683847,-0.00198005563693977,0.000720155403501502,0.00867541470014563,-0.00116842095348619,0.0078820146609805
1172,individual1172,MSL,16,0.0360199459059027,-0.00490461210981859,0.000282237167647803,0.00106641714271455,-0.00525922612117633,0.0394484034920456,-0.000912422270674794,0.00255246386648481,-0.0157977592151285,0.00704207159947244,0.0517712759036455,0.037602988334299,0.0154814410355323,-0.00949780917716588,-0.0133726148350463,0.00798983299067469,-0.0239967427582994,-0.0145201275715815,-0.00667020963186273,0.0134588963600057,-0.00879974507135308,-0.0167954254688961,0.00137135218382064,-0.00135126571304511,0.0254617136265246
1173,individual1173,MSL,16,0.0351335243975848,-0.0045968792798169,0.000103663509416697,-0.000138139965854338,-0.00754653649455115,0.0308572685908396,-0.00262892426005206,0.00853805819501414,0.000107440561667389,0.0101240529624031,0.0658747265471625,0.0358514280676143,0.0149580510994903,-0.0216502189637498,-0.00344089621332935,0.0019039970970752,-0.0145421482739065,0.00874989980807915,-0.00514922908927492,0.000489240446381362,-0.0116343990137726,0.00974881281242108,0.00551018490072839,0.00386635990575171,0.00790164553113182
1174,individual1174,MSL,16,0.0351587006106958,-0.00485213443995526,-2.77924704952237e-05,-0.000235450549123578,-0.00305492186232889,0.0352329992513662,-0.00412110095981072,0.00554455208764083,-0.00486727276035794,0.0333776086262495,0.0525020481444671,0.0457957524769,-0.00857497037503043,-0.00455871072895152,0.0100157763066616,-0.0236929674681997,-0.0109958325173946,-0.00458143617720296,-0.0173156886591465,-0.00543218088984324,-0.0084920043477925,-0.00958561168581631,-6.99211374914463e-05,0.000106930781676109,-0.0127923143899497
1175,individual1175,MSL,16,0.0353680455152323,-0.00532913195940141,-0.000167077033085534,0.00100040459674509,0.0006818284397099,0.0310368998955978,-0.00355705707572244,0.00730425318387757,0.00187577298393031,0.027813905030178,0.0721790445333549,0.0615101098090497,0.000443822882336479,-0.00464375389350333,-0.00538032026367193,-0.0187167926493546,-0.0019115569138113,0.0160759869836204,0.0111433991966644,0.00458353448548569,-0.0199347946954535,-0.012444287383836,0.00341462635416226,-0.00914621139567365,0.000138099567388933
1176,individual1176,MSL,16,0.0349907232778526,-0.00502771031548906,0.000515488017254787,0.00141172073261823,-0.00329905232075861,0.0378816171549637,-0.00484850005391246,0.0130699835124211,0.00150833474183939,0.0286893412237475,0.0523833843229803,0.044034640832621,0.00606597562932037,0.00636245240451296,-0.00424371497120594,0.00410642862997105,0.0210307943638444,0.0124212584108897,-0.00854689509804744,0.0158615459388581,-0.00133012667463474,-0.0191777558572318,-0.00317494506073587,-0.0058730365950438,-0.0150870677055467
1177,individual1177,MSL,16,0.0353857332083395,-0.00477047571278325,-0.000546194481666278,-0.000526589307179913,-0.00371437033663193,0.041248509575135,0.000878181114122081,0.0140860337332581,-0.00526778118299653,0.0109356440208848,0.0884925962477542,0.0522826241371682,0.0116589691965957,-0.0186483580108902,-0.00103813361453811,0.000472947031078445,0.00916498522657806,0.0150840987309649,-0.011763457769848,0.00727459174287935,-0.0196738242086037,-0.00445144579895065,0.0192314343607775,0.00552810776533991,0.0134028458473229
1178,individual1178,MSL,16,0.0351935228883858,-0.00459007599135502,0.00075081262769322,-0.000206882080786207,-0.00521409310216363,0.0345960058213447,-0.0011820128555404,0.0100483119466037,-0.00705641506854611,0.0100305317900451,0.0853297873175375,0.0408689673966204,-0.00104485404843608,-0.00969368353185577,-0.0141219858947769,0.00909431692115201,0.00391292433793905,-0.0060660233718607,-0.0112831836378607,-0.0081797779984627,-0.0061214721786796,-0.0146285224155564,0.0134854151792207,0.0128130824782255,0.0332090293915388
1179,individual1179,MSL,16,0.0348693668474446,-0.00544530532682246,0.000142768938979526,-0.000472318360099026,-0.00159246131807164,0.0332505669315428,-0.000375060280249099,0.00272891825978543,-0.00895776572591797,0.00698609797229876,0.0691997853905684,0.0340783181244492,0.0152704692405962,-0.00852330883781235,-0.00672611685776779,-0.000897292789446385,0.00913378990812862,0.0113885956834083,-0.0111380900709884,0.014730802233152,-0.0104968265603805,-0.0198054492825554,-0.0210079184009848,0.00364545122238982,0.0184908530306729
1180,individual1180,MSL,16,0.0349225642626135,-0.00446409126566428,-9.40102398262696e-05,0.000188486634940988,-0.000813866158327703,0.0388521385171081,-9.17492728088016e-05,0.00932227377235289,0.00351901079526049,0.024930918061498,0.0571074761489333,0.039562000215004,0.0050597425683318,-0.00226507150220674,0.00723396347059115,-0.000805258789506548,0.00054142269386571,0.00375614214985289,-0.0108874366543441,0.0120807771016579,-0.00099424732724468,0.0110516436648604,0.00864760554892532,-0.0108383116281042,-0.00734565399329586
1181,individual1181,MSL,16,0.0351444658691874,-0.00484446904948823,-0.00113049715944074,-0.00111204914009891,-0.00123926601978176,0.0301698496337856,0.00153683632886054,0.0121232594170632,0.00306439043848603,0.013163003227805,0.0744277007334951,0.0415016405564034,0.0137751313460999,0.00345925672641517,-0.00406275791046063,-0.00842795950555298,-0.0302893272720062,0.00140720253627898,-0.00638723748710872,0.0121408532564199,-0.010397651720766,-0.00251532837869364,0.0189598683361131,-0.00139921997011794,0.019815822885361
1182,individual1182,MSL,16,0.0350210682094218,-0.00508129897616182,-0.000232735829402388,-0.000969100305041533,-0.00241406532915349,0.0300340078398129,-0.000547467230083643,0.0067565037783079,0.00504877253366712,0.0241928789006067,0.0518691454358844,0.0484757635874435,0.00223662140914421,-0.00142390238108358,-0.000582245684182968,-4.92060346949152e-05,0.00982183096508148,0.0251515286472414,0.001212328673964,0.00782120358959543,-0.00587413419953671,0.00762003624917186,0.00613666852923018,-0.0113893500503385,-0.0106706014291889
1183,individual1183,MSL,16,0.0355376583572981,-0.00495628702799699,-0.00179251693539868,0.000481503559152841,-0.00550170117398763,0.0388200340573044,0.00409378185137771,0.0099271208029477,-7.07192437204912e-05,0.00444014216244385,0.062270491169553,0.0368705618923066,0.00728877496085263,-0.00342157723325935,-0.00618255736170749,0.0109345022992011,0.000133811661393672,-0.00611530225381503,0.00176424308760329,-0.000635190339899783,-0.00541997096694433,-0.00602444631168795,-0.00875704781896249,0.0118074326585411,0.0197112159464666
1184,individual1184,MSL,16,0.0347939451698607,-0.00525113076235018,0.000253945966612374,-0.00058077269402301,-0.00285094805876915,0.0366136077176733,0.00134748559420445,0.0132016299379312,-0.000704536017205638,0.0252810471961777,0.0535048983174499,0.0280838697295418,0.0131676058797628,-0.00429251725709691,-0.00950418731672365,-0.00448002145088777,0.0126060723015671,-0.0173597358940568,-0.0220629090496202,0.00155959331520313,-0.0028590450009106,-0.00561919800859809,-0.00527356510436779,-0.00340885725657392,-0.00352220827424146
1185,individual1185,MSL,16,0.0356017951742052,-0.00506213945146803,-0.000182071289644609,0.000124858439094245,-0.00401639961540057,0.0351142378520958,0.00089051724370677,0.00378583240755943,0.0011986331119934,0.0134235931396625,0.0597507701270361,0.0459856577083113,0.00935348051146181,-0.017471490741499,0.00395012838668098,-0.00585618778509299,-0.00926113907179506,0.00516901785854034,0.00576634261921967,0.0015117228527486,-0.000110890100047118,0.015619648406642,0.0103720139305892,-0.00774156522282705,-0.0166376458018447
1186,individual1186,MSL,16,0.03449772521149,-0.00502096612356849,-0.00189385215919763,-0.000787404524668959,-0.00434949340439903,0.0319955212663157,-0.00368770124754181,0.00394131647402269,0.00240103830522456,0.00637038474480995,0.0766028167530011,0.0499867305812398,0.00371547021347647,-0.00734524910402193,-0.00269547460953286,0.00407275838138638,-0.00679142959890154,0.00955644365481368,0.0047519524513102,0.0140251667463299,0.00323806666261178,0.00406046505666554,-0.00336226981178084,0.0130671837278385,0.0171482135031432
1187,individual1187,MSL,16,0.0343961303564726,-0.0042480668935287,-0.000591191890883508,-3.97282416142696e-05,-0.00258726958023854,0.0411673191701874,-0.00918162860335667,0.0150821696417526,-0.00738314084141423,0.0103385543266237,0.0202837258276674,0.0153658899766877,0.00517528337674336,-0.0107200209014608,-0.0100935037774208,-0.00724324218994186,-0.0121899227589525,0.00549383203767059,-0.000395510935307959,0.00834858156173631,-0.00300190166622665,-0.0103561510307104,-0.000229481512987949,-0.00342224456986252,-0.000438738842040357
1188,individual1188,MSL,16,0.0349356384604326,-0.0046402735042727,-0.000412651612854365,-0.00014104219693588,-0.00440803195500481,0.0308001019418184,0.00227897759274414,0.00816749037204953,-0.00328687575584621,0.00376071149056392,0.0615459743968266,0.0419514702715137,0.00100461886044716,-0.0240108456180001,-0.0194720324529561,-0.0011645674649318,-0.013829097195408,0.000561322697945185,-0.00181941640867534,0.00110382132792807,0.00680049539518987,-0.00471411696045107,0.00251876401244628,-0.00640556823718794,0.0118604657602949
1189,individual1189,MSL,16,0.0353283001473047,-0.00538294050003221,-0.000299100740539397,0.000259718562117468,-0.00613165476670908,0.0350132259512592,0.00102590422023868,0.00829646677466457,-0.0105449793714022,0.0114558580383684,0.0633335589003495,0.0316597945546762,0.0157613655944418,-0.00398473888753454,0.000203634366030452,0.0133660142841283,-0.0142341464960113,0.0084381672478179,0.00083441854515391,-0.00857861177725827,-0.0032624950144123,0.00715166999578072,-0.00901924433619632,0.0162157529479047,0.0145197264598683
1190,individual1190,MSL,16,0.0354049832765941,-0.00524018216699806,0.000406678478190974,0.000793030802151217,0.000413944600908577,0.031552356554952,-0.00314498952948764,0.00904740373640488,0.00326091954820139,0.0253892541013307,0.0472921479175511,0.0499698863860946,0.0100110871927963,-0.0105015589135805,0.00296309574400911,-0.00885372258446251,0.0118712166759041,-0.0127866784976854,-0.0158519245796213,-0.00736381172570993,-0.0202620269687419,0.0110676396075804,0.00514176154193902,-0.0197539596954299,0.00276757290851046
